DEPENDENCIA,No.,APELLIDOS Y NOMBRES,TITULAR DEL CARGO,GENERO,DOCUMENTO,FECHA INGRESO,CARGO,CODIGO,GRADO,SUELDO,GASTOS REP.,FECHA CORTE,HOY,DIAS TOTALES,AÑOS,MESES,PERIODOS,OBSERVACIONES,TIPO VINCULACION,REVISION PLANTA
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,447,VARGAS PEÑA ANDRÉS FELIPE,,M,1000616413,16/04/2026,PROFESIONAL ESPECIALIZADO,227,8,3340000,,16/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE MINAS Y ENERGÍA,448,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000617792,17/05/2026,CONTRATISTA DE APOYO,228,9,3460000,,17/05/2026,22/05/2026,18,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,449,HERRERA LÓPEZ SANTIAGO,,M,1000619171,18/06/2026,ASESOR JURÍDICO,229,10,3580000,,18/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE AGRICULTURA,450,PARDO RUIZ VALENTINA,,F,1000620550,19/01/2026,PROFESIONAL UNIVERSITARIO,230,11,3700000,,19/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,451,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000621929,20/02/2026,TÉCNICO ADMINISTRATIVO,231,12,3820000,,20/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE TURISMO,452,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000623308,21/03/2026,AUXILIAR ADMINISTRATIVO,232,13,3940000,,21/05/2026,22/05/2026,7,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,453,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000624687,22/04/2026,PROFESIONAL ESPECIALIZADO,233,14,4060000,,22/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
DIRECCIÓN DE TALENTO HUMANO,454,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000626066,23/05/2026,CONTRATISTA DE APOYO,234,15,4180000,,23/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
OFICINA JURÍDICA,455,RINCÓN DUARTE CAROLINA,,M,1000627445,24/06/2026,ASESOR JURÍDICO,235,16,4300000,,24/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
DESPACHO DEL GOBERNADOR,456,MORENO CASTRO FELIPE ANDRÉS,,F,1000628824,25/01/2026,PROFESIONAL UNIVERSITARIO,236,17,4420000,,25/05/2026,22/05/2026,11,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE PLANEACIÓN,457,TORRES CÁRDENAS ISABELLA,,M,1000630203,26/02/2026,TÉCNICO ADMINISTRATIVO,237,18,4540000,,26/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE HACIENDA,458,PÁEZ SOTO CAMILO ANDRÉS,,F,1000631582,27/03/2026,AUXILIAR ADMINISTRATIVO,238,19,4660000,,27/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE CONTRATACIÓN,459,BERNAL REYES LUCÍA FERNANDA,,M,1000632961,01/04/2026,PROFESIONAL ESPECIALIZADO,239,20,4780000,,01/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA GENERAL,460,MARTÍNEZ PÉREZ LAURA,,F,1000634340,02/05/2026,CONTRATISTA DE APOYO,240,1,2500000,,02/05/2026,22/05/2026,15,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,461,TORRES RIVERA CARLOS ANDRÉS,,M,1000635719,03/06/2026,ASESOR JURÍDICO,241,2,2620000,,03/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,462,ROJAS GÓMEZ DIANA CAROLINA,,F,1000637098,04/01/2026,PROFESIONAL UNIVERSITARIO,242,3,2740000,,04/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE EDUCACIÓN,463,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000638477,05/02/2026,TÉCNICO ADMINISTRATIVO,243,4,2860000,,05/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,464,GÓMEZ RUIZ PAULA ANDREA,,F,1000639856,06/03/2026,AUXILIAR ADMINISTRATIVO,244,5,2980000,,06/05/2026,22/05/2026,19,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE SALUD,465,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000641235,07/04/2026,PROFESIONAL ESPECIALIZADO,245,6,3100000,,07/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,466,SILVA PARRA NATALIA FERNANDA,,F,1000642614,08/05/2026,CONTRATISTA DE APOYO,246,7,3220000,,08/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE MINAS Y ENERGÍA,467,VARGAS PEÑA ANDRÉS FELIPE,,M,1000643993,09/06/2026,ASESOR JURÍDICO,247,8,3340000,,09/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,468,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000645372,10/01/2026,PROFESIONAL UNIVERSITARIO,248,9,3460000,,10/05/2026,22/05/2026,8,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE AGRICULTURA,469,HERRERA LÓPEZ SANTIAGO,,M,1000646751,11/02/2026,TÉCNICO ADMINISTRATIVO,249,10,3580000,,11/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,470,PARDO RUIZ VALENTINA,,F,1000648130,12/03/2026,AUXILIAR ADMINISTRATIVO,250,11,3700000,,12/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE TURISMO,471,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000649509,13/04/2026,PROFESIONAL ESPECIALIZADO,251,12,3820000,,13/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,472,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000650888,14/05/2026,CONTRATISTA DE APOYO,252,13,3940000,,14/05/2026,22/05/2026,12,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
DIRECCIÓN DE TALENTO HUMANO,473,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000652267,15/06/2026,ASESOR JURÍDICO,253,14,4060000,,15/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
OFICINA JURÍDICA,474,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000653646,16/01/2026,PROFESIONAL UNIVERSITARIO,254,15,4180000,,16/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
DESPACHO DEL GOBERNADOR,475,RINCÓN DUARTE CAROLINA,,M,1000655025,17/02/2026,TÉCNICO ADMINISTRATIVO,255,16,4300000,,17/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE PLANEACIÓN,476,MORENO CASTRO FELIPE ANDRÉS,,F,1000656404,18/03/2026,AUXILIAR ADMINISTRATIVO,256,17,4420000,,18/05/2026,22/05/2026,16,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE HACIENDA,477,TORRES CÁRDENAS ISABELLA,,M,1000657783,19/04/2026,PROFESIONAL ESPECIALIZADO,257,18,4540000,,19/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE CONTRATACIÓN,478,PÁEZ SOTO CAMILO ANDRÉS,,F,1000659162,20/05/2026,CONTRATISTA DE APOYO,258,19,4660000,,20/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA GENERAL,479,BERNAL REYES LUCÍA FERNANDA,,M,1000660541,21/06/2026,ASESOR JURÍDICO,259,20,4780000,,21/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,480,MARTÍNEZ PÉREZ LAURA,,F,1000661920,22/01/2026,PROFESIONAL UNIVERSITARIO,200,1,2500000,,22/05/2026,22/05/2026,5,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,481,TORRES RIVERA CARLOS ANDRÉS,,M,1000663299,23/02/2026,TÉCNICO ADMINISTRATIVO,201,2,2620000,,23/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE EDUCACIÓN,482,ROJAS GÓMEZ DIANA CAROLINA,,F,1000664678,24/03/2026,AUXILIAR ADMINISTRATIVO,202,3,2740000,,24/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,483,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000666057,25/04/2026,PROFESIONAL ESPECIALIZADO,203,4,2860000,,25/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE SALUD,484,GÓMEZ RUIZ PAULA ANDREA,,F,1000667436,26/05/2026,CONTRATISTA DE APOYO,204,5,2980000,,26/05/2026,22/05/2026,9,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,485,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000668815,27/06/2026,ASESOR JURÍDICO,205,6,3100000,,27/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE MINAS Y ENERGÍA,486,SILVA PARRA NATALIA FERNANDA,,F,1000670194,01/01/2026,PROFESIONAL UNIVERSITARIO,206,7,3220000,,01/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,487,VARGAS PEÑA ANDRÉS FELIPE,,M,1000671573,02/02/2026,TÉCNICO ADMINISTRATIVO,207,8,3340000,,02/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE AGRICULTURA,488,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000672952,03/03/2026,AUXILIAR ADMINISTRATIVO,208,9,3460000,,03/05/2026,22/05/2026,13,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,489,HERRERA LÓPEZ SANTIAGO,,M,1000674331,04/04/2026,PROFESIONAL ESPECIALIZADO,209,10,3580000,,04/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE TURISMO,490,PARDO RUIZ VALENTINA,,F,1000675710,05/05/2026,CONTRATISTA DE APOYO,210,11,3700000,,05/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,491,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000677089,06/06/2026,ASESOR JURÍDICO,211,12,3820000,,06/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
DIRECCIÓN DE TALENTO HUMANO,492,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000678468,07/01/2026,PROFESIONAL UNIVERSITARIO,212,13,3940000,,07/05/2026,22/05/2026,17,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
OFICINA JURÍDICA,493,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000679847,08/02/2026,TÉCNICO ADMINISTRATIVO,213,14,4060000,,08/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
DESPACHO DEL GOBERNADOR,494,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000681226,09/03/2026,AUXILIAR ADMINISTRATIVO,214,15,4180000,,09/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE PLANEACIÓN,495,RINCÓN DUARTE CAROLINA,,M,1000682605,10/04/2026,PROFESIONAL ESPECIALIZADO,215,16,4300000,,10/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE HACIENDA,496,MORENO CASTRO FELIPE ANDRÉS,,F,1000683984,11/05/2026,CONTRATISTA DE APOYO,216,17,4420000,,11/05/2026,22/05/2026,6,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE CONTRATACIÓN,497,TORRES CÁRDENAS ISABELLA,,M,1000685363,12/06/2026,ASESOR JURÍDICO,217,18,4540000,,12/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA GENERAL,498,PÁEZ SOTO CAMILO ANDRÉS,,F,1000686742,13/01/2026,PROFESIONAL UNIVERSITARIO,218,19,4660000,,13/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,499,BERNAL REYES LUCÍA FERNANDA,,M,1000688121,14/02/2026,TÉCNICO ADMINISTRATIVO,219,20,4780000,,14/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,500,MARTÍNEZ PÉREZ LAURA,,F,1000689500,15/03/2026,AUXILIAR ADMINISTRATIVO,220,1,2500000,,15/05/2026,22/05/2026,10,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE EDUCACIÓN,501,TORRES RIVERA CARLOS ANDRÉS,,M,1000690879,16/04/2026,PROFESIONAL ESPECIALIZADO,221,2,2620000,,16/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,502,ROJAS GÓMEZ DIANA CAROLINA,,F,1000692258,17/05/2026,CONTRATISTA DE APOYO,222,3,2740000,,17/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE SALUD,503,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000693637,18/06/2026,ASESOR JURÍDICO,223,4,2860000,,18/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,504,GÓMEZ RUIZ PAULA ANDREA,,F,1000695016,19/01/2026,PROFESIONAL UNIVERSITARIO,224,5,2980000,,19/05/2026,22/05/2026,14,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE MINAS Y ENERGÍA,505,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000696395,20/02/2026,TÉCNICO ADMINISTRATIVO,225,6,3100000,,20/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,506,SILVA PARRA NATALIA FERNANDA,,F,1000697774,21/03/2026,AUXILIAR ADMINISTRATIVO,226,7,3220000,,21/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE AGRICULTURA,507,VARGAS PEÑA ANDRÉS FELIPE,,M,1000699153,22/04/2026,PROFESIONAL ESPECIALIZADO,227,8,3340000,,22/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,508,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000700532,23/05/2026,CONTRATISTA DE APOYO,228,9,3460000,,23/05/2026,22/05/2026,18,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE TURISMO,509,HERRERA LÓPEZ SANTIAGO,,M,1000701911,24/06/2026,ASESOR JURÍDICO,229,10,3580000,,24/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,510,PARDO RUIZ VALENTINA,,F,1000703290,25/01/2026,PROFESIONAL UNIVERSITARIO,230,11,3700000,,25/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
DIRECCIÓN DE TALENTO HUMANO,511,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000704669,26/02/2026,TÉCNICO ADMINISTRATIVO,231,12,3820000,,26/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
OFICINA JURÍDICA,512,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000706048,27/03/2026,AUXILIAR ADMINISTRATIVO,232,13,3940000,,27/05/2026,22/05/2026,7,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
DESPACHO DEL GOBERNADOR,513,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000707427,01/04/2026,PROFESIONAL ESPECIALIZADO,233,14,4060000,,01/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE PLANEACIÓN,514,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000708806,02/05/2026,CONTRATISTA DE APOYO,234,15,4180000,,02/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE HACIENDA,515,RINCÓN DUARTE CAROLINA,,M,1000710185,03/06/2026,ASESOR JURÍDICO,235,16,4300000,,03/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE CONTRATACIÓN,516,MORENO CASTRO FELIPE ANDRÉS,,F,1000711564,04/01/2026,PROFESIONAL UNIVERSITARIO,236,17,4420000,,04/05/2026,22/05/2026,11,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA GENERAL,517,TORRES CÁRDENAS ISABELLA,,M,1000712943,05/02/2026,TÉCNICO ADMINISTRATIVO,237,18,4540000,,05/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,518,PÁEZ SOTO CAMILO ANDRÉS,,F,1000714322,06/03/2026,AUXILIAR ADMINISTRATIVO,238,19,4660000,,06/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,519,BERNAL REYES LUCÍA FERNANDA,,M,1000715701,07/04/2026,PROFESIONAL ESPECIALIZADO,239,20,4780000,,07/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE EDUCACIÓN,520,MARTÍNEZ PÉREZ LAURA,,F,1000717080,08/05/2026,CONTRATISTA DE APOYO,240,1,2500000,,08/05/2026,22/05/2026,15,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
